Rotation_RPM,Vibration_RMS,Temperature_C,Air_Speed_m_s,Amperage_A,Time_Used_h,Failure
1561.6911678119218,0.3202105288413111,103.92028183386103,0.6058326269545141,26.27892025526687,2296.5462522293337,0
1681.3121274136142,0.31600856567617563,102.81409989087241,0.6308818115913752,23.28328928421851,1498.9935714038613,0
1380.8153612436304,0.2559179623878577,86.67512474155171,0.6818362443744355,25.946123952910433,1798.8281469046149,0
1671.1393643810857,0.36567097121538716,96.02500234575052,0.7049004269093835,24.075179135825238,1051.6269118332314,0
1246.0337774424395,0.31733900898099926,107.2389842293625,0.5891727837026021,29.171257267787364,1462.3959383632505,0
1637.5295163913283,0.28840653900553254,104.0895494705206,0.5864401629077846,22.720002194102136,2852.364524270858,0
1704.9115827171886,0.26253106455881053,85.5580078758157,0.5772304359785246,30.184421514579775,1243.85141279468,1
1629.2585315137358,0.24402468108738593,99.24028220494463,0.616553783658657,26.46992050657684,1758.3318304602085,0
1587.381536543601,0.16105816120404462,93.44433674545802,0.6634315302143797,25.690331104752346,2723.2191169514854,0
1384.024945021784,0.27877252180815537,85.67672941125343,0.6828018955656748,27.228433893442187,1058.3942933966823,0
1453.628000009735,0.33135297630474725,117.18726517394424,0.6403239648187448,26.177430706000475,1884.657473624785,0
1477.299211942805,0.17068724480129785,99.19886417691927,0.5947886620512062,21.279143656462406,1583.225369195298,0
1414.010054407017,0.31334466100309666,88.01080932566559,0.6147908848875876,22.79600627183137,1427.7310816839101,0
1431.590806118927,0.02092805684525184,98.42947871803082,0.6487366150889576,26.861773415781236,2196.0533564021753,0
1755.7541321439253,0.39556731121513433,118.8118175054787,0.6554521370957236,29.637646479071854,1919.7638229795798,0
1544.1756480648778,0.3536763185387108,110.28745761567177,0.5665831502232819,22.560546082483103,2124.1288259642974,0
1760.4201092497528,0.3868225174231305,97.1923885402194,0.621003315762638,28.989051072194318,2284.033618414861,0
1603.2188795731993,0.4586158688588105,103.58118917066273,0.5119617847047271,20.137344735379315,1783.0934804712929,0
1452.701745853214,0.27658335407870693,81.75263305491623,0.5045204627790374,26.599213300624225,2850.8295946798776,0
1786.5838303261485,0.33276656971361823,101.69823092084762,0.620978786240372,27.091633466884595,448.2421637200325,0
1750.6818389145724,0.3097553476142214,93.3865039970147,0.5592855693232857,26.65650427393133,1711.6760460051646,0
1207.1491037394103,0.3275555458400372,88.68274915892684,0.5983066743065072,26.823651663841865,2586.967800744256,0
1289.5264947820415,0.37830334309537766,107.71244447656606,0.6224943429322859,19.83231663060969,1597.3388193837716,0
1780.4949152207096,0.28493475587265005,105.5199165941964,0.5875491690420552,26.921811454540162,1629.0680682372156,0
1655.287140508895,0.3816464335696059,100.75383214889969,0.5622532199163486,26.82781156424014,2010.0250427913231,0
1427.81669137085,0.16418551410441132,106.70685469226751,0.531830583624312,23.22721605454861,1780.5380218316627,0
1340.7224983907786,0.2502487961189212,103.85331046327995,0.5763728502595598,24.145472239842004,1983.7259924713173,0
1455.5543285812691,0.24625719363871304,82.40548172244054,0.5537203448042837,26.567948643246293,1414.7932256424392,0
1218.4272243662617,0.4281805918865754,102.97717946817055,0.6319179875342167,26.01802435147498,2159.6042479799366,0
1201.1804032002458,0.23682161709429447,121.1166827960253,0.5678195102076294,20.176827520986862,1959.5516447344141,1
1504.6072533552704,0.22891357816498809,114.73656439369587,0.5525871703105885,25.32650027468274,2541.9184001478084,0
1317.2816186048722,0.1622150350921626,80.63960680408381,0.6227845915539603,24.427918638926887,2406.028148244941,0
1464.9421847837718,0.32001103702936595,97.7860020594263,0.5747923614912391,28.148959846269186,1871.3721981172553,0
1514.640200006775,0.505295660285179,99.24988661889074,0.6013828094867929,27.895988827175724,2559.939362417578,1
1693.9770975598672,0.3050420697694722,86.7960144246247,0.7159400601214345,21.301727611516593,1133.0018371807776,0
1284.8408273345954,0.2714974930650367,91.79426660566997,0.6336311328754609,24.155213503183063,2887.2228881386127,0
1525.5050005629791,0.35250012640794814,100.44202211412455,0.5727378058282161,30.702948273626824,3391.6809788806886,1
1798.0809005569488,0.260889451565268,95.1189626215436,0.7085756232861559,25.221122188813563,2410.1326608162863,0
1542.4587200037552,0.19774936591579176,97.4829721611608,0.563787987853736,21.68018254175925,2500.6297541103,0
1645.5406536161524,0.32606712499540774,85.41318528711307,0.6348038897730053,23.236061624799536,1914.9759322411655,0
1732.7374544301967,0.3197527716256967,79.44113574460604,0.5360057162234079,28.402847339726236,1789.1650185153267,0
1312.2320790722522,0.14018072684983143,91.28520102982061,0.6864020517312749,25.54942847649916,1353.4499058937738,0
1717.8962790989317,0.38390341604267747,84.87504679919473,0.579047538581667,27.98049855044341,1688.3135041460025,0
1592.689826245717,0.3841703865341936,104.21808718142711,0.7080098436837471,23.331700737633927,2697.8424107016367,0
1369.9732797424363,0.261032274236444,99.34857627346247,0.6600872724161746,23.92894999848912,1916.3308187136302,0
1260.2710596022644,0.31000601100258157,106.63877347604415,0.5858075764129569,22.56038761522462,2281.2155180998275,0
1296.4858677775217,0.25468355142423377,88.46133376776554,0.5406882789683994,27.97614597323848,2090.35350980965,0
1595.5511322595223,0.3444977373890119,74.0681159769868,0.6149658621822567,23.01311005645396,2846.0601256226396,0
1480.7214966947572,0.18785766181324665,112.29923030041073,0.6441580151611404,22.05330222625561,1559.7148187985586,0
