Rotation_RPM,Vibration_RMS,Temperature_C,Air_Speed_m_s,Amperage_A,Time_Used_h,Failure
1480.3761640627088,0.2709642306583918,87.41945467848265,1.1760561363067912,27.045965439730637,1025.0,0
1373.7823170078832,0.2987382644175597,93.94796748046448,1.7709116463187036,24.34078564795517,973.0,0
1428.9614128966177,0.11433657748394183,92.93680456601922,1.8240768508551177,18.56488958936847,1032.0,0
1333.050222077943,0.2811550004483037,99.26878104652549,3.102647080793597,23.025316633495613,992.0,0
1523.9396365017797,0.21931195916968382,108.01696523109915,2.3858253015186492,23.394169415732303,1054.0,0
1720.4892464119257,0.2508351476898924,109.7289971882397,2.889306118798455,27.59899701821166,1128.0,0
1469.2509106500945,0.3093126004017373,102.83021422759892,1.8105573223738567,21.600077224510517,1027.0,0
1633.049634416395,0.34357847437190586,104.22221366538409,2.2505590456228,24.29990431116417,683.0,0
1431.347013017807,0.34700784742693386,91.57832476146699,1.6802613106748152,26.700311528111484,1032.0,0
1726.2380934794285,0.3481811471227067,106.51876552413317,1.8201354919838737,26.178184761561404,1150.0,0
1543.8747397185275,0.09603254172305828,96.15508321404475,1.5719286746915158,21.874028443033726,1097.0,0
1750.3774551067447,0.4628359610967213,113.05328284348252,2.4129144121956987,22.894340526259448,1098.0,0
1425.1639748048804,0.07235776661904361,90.90932218529163,2.7994432354864762,30.012833308248332,882.0,1
1410.1455077876335,0.0786381280459296,85.2700240810688,2.42215846013216,24.245665287001913,715.0,0
1303.5546756649612,0.23365796127430383,102.91375008455903,2.7862539161690965,26.114535117548424,897.0,0
1208.1136226652343,0.18594162200511635,100.69255125390559,2.3128097702151926,26.345594600569086,1223.0,0
1538.4977064187444,0.3026930146404689,95.98534899055564,2.3610429029258753,26.126486313446982,1005.0,0
1715.3306100620207,0.3341187602056407,99.34508243895306,2.1508708268090713,27.25069896533156,978.0,0
1414.6937289015373,0.3070449631548267,106.82729075647755,1.6592027895798043,26.62691459942907,928.0,0
1656.937369940519,0.39208210611790156,97.12546145690422,1.5288050893992557,26.741508416278084,1128.0,0
1611.0481484828933,0.4071097390890993,97.7031475190052,2.026080029167274,24.856477762198395,781.0,0
